INDUS,NOX,RM,AGE,PTRATIO,CRIM_log,DIS_log,TAX_log,LSTAT_log,RAD_2,RAD_3,RAD_4,RAD_5,RAD_6,RAD_7,RAD_8,RAD_24,ZN_12.5,ZN_17.5,ZN_18.0,ZN_20.0,ZN_21.0,ZN_22.0,ZN_25.0,ZN_28.0,ZN_30.0,ZN_33.0,ZN_34.0,ZN_35.0,ZN_40.0,ZN_45.0,ZN_52.5,ZN_55.0,ZN_60.0,ZN_70.0,ZN_75.0,ZN_80.0,ZN_82.5,ZN_85.0,ZN_90.0,ZN_95.0,ZN_100.0
6.91,0.448,5.399,95.3,17.9,0.2262347685752403,1.927164106234258,5.455321115357702,3.4597807057610526,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.91,0.448,5.602,62.0,17.9,0.1986623163820069,1.958360887350616,5.455321115357702,2.8449093838194073,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.64,0.439,5.963,45.7,16.8,0.0850118793258392,2.0560065754206818,5.497168225293202,2.670694414558441,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.64,0.439,6.115,63.0,16.8,0.04245585903639239,2.0560065754206818,5.497168225293202,2.344686269012681,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.64,0.439,6.511,21.1,16.8,0.05221287144693424,2.0560065754206818,5.497168225293202,1.8373699804801074,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.64,0.439,5.998,21.4,16.8,0.04860919541462225,2.0560065754206818,5.497168225293202,2.2438960966453663,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,0.41,5.888,47.6,21.1,0.013508350024792243,2.1186261964907156,6.152732694704104,2.760009940032921,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.22,0.403,7.249,21.9,17.9,0.013024807722689456,2.2717753086005157,5.424950017481403,1.7595805708638197,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.74,0.41,6.383,35.7,17.3,0.02034169765791456,2.321171294469725,5.749392985908253,1.9125010869241836,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.32,0.411,6.816,40.5,15.1,0.0142184372375555,2.232677517578694,5.54907608489522,1.599387576580599,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5.13,0.453,6.145,29.2,19.7,0.1436240400828755,2.1764321269934643,5.652489180268651,2.061786606441115,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.13,0.453,5.927,47.2,19.7,0.09828756118394519,2.0709052106575494,5.652489180268651,2.3243465847755584,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.13,0.453,5.741,66.2,19.7,0.13917046313797143,2.1072269276877726,5.652489180268651,2.649714624089247,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.13,0.453,5.966,93.4,19.7,0.15846422026338805,2.056492720301428,5.652489180268651,2.73696154459663,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.13,0.453,6.456,67.8,19.7,0.1046032289886448,2.107239085077338,5.652489180268651,2.0451088625993306,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.13,0.453,6.762,43.4,19.7,0.11911548089016206,2.1951001000092965,5.652489180268651,2.3513752571634776,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.38,0.4161,7.104,59.5,18.6,0.019322119714037037,2.324630301862611,5.37989735354046,2.2027647577118348,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.37,0.398,6.29,17.8,16.1,0.03521269175574247,2.0296602615171717,5.823045895483019,1.7351891177396608,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3.37,0.398,5.787,31.1,16.1,0.042858319801900656,2.0296602615171717,5.823045895483019,2.419478844465545,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6.07,0.409,5.878,21.4,18.9,0.05627635827662477,2.01463631831372,5.846438775057725,2.2082744135228043,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.07,0.409,5.594,36.8,18.9,0.1271083087153749,2.01463631831372,5.846438775057725,2.645465325910589,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.07,0.409,5.885,33.0,18.9,0.1205879869885934,2.01463631831372,5.846438775057725,2.281361456542419,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.81,0.413,6.417,6.6,19.2,0.08458009047306331,1.8385317257748068,5.723585101952381,2.0438143640366846,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.81,0.413,5.961,17.5,19.2,0.14735046784990224,1.8385317257748068,5.723585101952381,2.3869262414277967,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.81,0.413,6.065,7.8,19.2,0.08768115263983375,1.8385317257748068,5.723585101952381,1.8748743759385615,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.81,0.413,6.245,6.2,19.2,0.17847249197232393,1.8385317257748068,5.723585101952381,2.1447610078004784,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.83,0.437,6.273,6.0,18.7,0.07599761422646512,1.658513750080693,5.988961416889864,2.0515563381903004,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.83,0.437,6.286,45.0,18.7,0.09086394630511975,1.7052207078108166,5.988961416889864,2.2965670206684825,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.83,0.437,6.279,74.5,18.7,0.09670012247721363,1.619823791986518,5.988961416889864,2.5626389983283526,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.83,0.437,6.14,45.8,18.7,0.08348600348975033,1.6273760575651133,5.988961416889864,2.422144328051685,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.83,0.437,6.232,53.7,18.7,0.054923696495899246,1.7941067122964032,5.988961416889864,2.590767040487478,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.83,0.437,5.874,36.6,18.7,0.08053796962647085,1.7052207078108166,5.988961416889864,2.312535423847214,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.86,0.426,6.727,33.5,19.0,0.04030666175913415,1.8564073593846169,5.641907070938114,1.8389610707123492,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.86,0.426,6.619,70.4,19.0,0.043653182921403064,1.8564073593846169,5.641907070938114,2.1065702090680882,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.86,0.426,6.302,32.2,19.0,0.03593647980430559,1.8564073593846169,5.641907070938114,2.0438143640366846,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.86,0.426,6.167,46.7,19.0,0.03489405897732069,1.8564073593846169,5.641907070938114,2.1412419425852827,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.49,0.449,6.389,48.0,18.5,0.04935191112196916,1.754299871067673,5.5134287461649825,2.362739015813793,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.49,0.449,6.63,56.1,18.5,0.055765777905857246,1.6933561773475712,5.5134287461649825,2.018895041811802,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.49,0.449,6.015,45.1,18.5,0.050579039368154076,1.6914233471753921,5.5134287461649825,2.6290069937617573,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.49,0.449,6.121,56.8,18.5,0.06906886859909778,1.557639227200213,5.5134287461649825,2.244955980157409,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.41,0.489,7.007,86.3,17.8,0.0550562057480784,1.4865242375286847,5.602118820879701,1.8718021769015913,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.41,0.489,7.079,63.1,17.8,0.051662226323793706,1.4848945773595001,5.602118820879701,1.9021075263969205,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.41,0.489,6.417,66.1,17.8,0.0457761026365836,1.4091071591850473,5.602118820879701,2.2834022735772717,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.41,0.489,6.405,73.9,17.8,0.038566653148816674,1.4090582857184426,5.602118820879701,2.2192034840549946,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.04,0.464,6.442,53.6,18.2,0.0411707337036766,1.5402807417364872,5.602118820879701,2.214846178686039,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.04,0.464,6.211,28.9,18.2,0.028344473009142515,1.5402807417364872,5.602118820879701,1.9754689512968577,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.04,0.464,6.249,77.3,18.2,0.04204364799767933,1.5293118679548154,5.602118820879701,2.4501426573516603,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.89,0.445,6.625,57.8,18.0,0.11514845708892209,1.5030101608158515,5.6240175061873385,2.0347056478384444,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.89,0.445,6.163,69.6,18.0,0.10889027870807165,1.5030101608158515,5.6240175061873385,2.5128460184772416,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.89,0.445,8.069,76.0,18.0,0.11406948227773037,1.5030101608158515,5.6240175061873385,1.6505798557652755,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.89,0.445,7.82,36.9,18.0,0.0786910253316489,1.5030101608158515,5.6240175061873385,1.5195132049061133,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.89,0.445,7.416,62.5,18.0,0.06634938054153391,1.5030101608158515,5.6240175061873385,1.9726911717329554,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,6.727,79.9,20.9,0.13859604559025773,1.3291418296155821,5.953243334287785,2.343727036325221,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,6.781,71.3,20.9,0.10824435339763891,1.3496563100219874,5.953243334287785,2.1598687907924505,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,6.405,85.4,20.9,0.20600553079810677,1.3122979212077555,5.953243334287785,2.453587966530573,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,6.137,87.4,20.9,0.19195005368591092,1.3122979212077555,5.953243334287785,2.67000213346468,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,6.167,90.0,20.9,0.1306773236416162,1.2299329059954676,5.953243334287785,2.5900171341906173,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,5.851,96.7,20.9,0.12453353302656035,1.1336254445051157,5.953243334287785,2.8604851241459652,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,5.836,91.9,20.9,0.15802886422491005,1.166582415107377,5.953243334287785,2.9785861147190205,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,6.127,85.2,20.9,0.12325249529930257,1.1386019368842681,5.953243334287785,2.7140322727797574,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,6.474,97.1,20.9,0.12046388341513765,1.2334053850096418,5.953243334287785,2.5855058483441162,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,6.229,91.2,20.9,0.23398853135437192,1.2655663683309426,5.953243334287785,2.806386101823072,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.56,0.52,6.195,54.4,20.9,0.1024934094340411,1.3291418296155821,5.953243334287785,2.6390573296152584,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
